artists,title,genre,src,bpm,tags,rating
tchaikovsky,piano concerto no. 1 in b-flat minor op. 23: iii,classical,sp,,piano orchestra,1.0
tchaikovsky,serenade for strings i,classical,sp,,strings,2.0
tchaikovsky,serenade for strings ii,classical,sp,,strings,2.0
tchaikovsky,serenade for strings iii,classical,sp,,strings,2.0
tchaikovsky,serenade for strings iv,classical,sp,,strings,2.0
tchaikovsky,symphony 6 i,classical,sp,,orchestra,2.0
tchaikovsky,symphony 6 ii,classical,sp,,orchestra powerful,2.0
tchaikovsky,symphony 6 iii,classical,sp,,orchestra,2.0
tchaikovsky,symphony 6 iv,classical,sp,,orchestra,
tchaikovsky,valse sentimentale,classical,sp,,violin orchestra,1.0
tchaikovsky,violin concerto in d major op. 35 i,classical,sp,,violin orchestra soft powerful,3.0
tchaikovsky,violin concerto in d major op. 35 ii,classical,sp,,violin orchestra soft,2.0
tchaikovsky,violin concerto in d major op. 35 iii,classical,sp,,violin orchestra powerful,3.0
victor_sylvester_&_his_ballroom_orchestra,it's the talk of the town nils frahm's '78' recording,classical,yt sp,,,2.0
vitali,chaconne,classical,sp,,violin piano,2.0
liszt,hungarian rhapsody no 2 orchestra,classsical,sp,,powerful orchestra,3.0
chloe,wonky,deep house,yt,121.0,chill boring,2.0
four_tet,lush,deep house,yt sp,,,1.0
purple_disco_machine,my house,deep house,yt,120.0,chill,2.0
rival_consoles,helios,deep house,yt,110.0,melodic,2.0
traumprinz,big baby jesus,deep house,yt,124.0,dark,1.0
﻿acid_pauli,nymbiotic,deep house,yt,126.0,,1.0
adriatique,buchla's dreaming,electronic,sp,,modular,2.0
adriatique,drawning,electronic,sp,121.0,piano violin melodic,2.0
adriatique,ultraschall,electronic,sp,,,1.0
alessandro_cortini,Boiler Room,electronic,yt,,modular dj_set,2.0
alessandro_cortini,Trash Audio at the Apothecary 1-2,electronic,yt,,modular dj_set,2.0
alessandro_cortini,Trash Audio at the Apothecary 2-2,electronic,yt,,modular dj_set,2.0
alessandro_cortini,acmn1,electronic,sp,,modular,2.0
alessandro_cortini,acmn2,electronic,sp,,modular,2.0
alessandro_cortini,aspettare,electronic,sp,,modular,2.0
alessandro_cortini,basta,electronic,sp,,modular,2.0
alessandro_cortini,canta,electronic,sp,,modular,2.0
alessandro_cortini,carta,electronic,sp,,modular,2.0
alessandro_cortini,cerca,electronic,sp,,modular,2.0
alessandro_cortini,conta forse 3,electronic,sp,,modular,2.0
alessandro_cortini,conta forse 3,electronic,sp,,modular,2.0
alessandro_cortini,dell'influenza,electronic,sp,,modular,2.0
alessandro_cortini,di passaggio,electronic,sp,,modular,2.0
alessandro_cortini,dormiveglia,electronic,sp,,modular,2.0
alessandro_cortini,e del controllo,electronic,sp,,modular,2.0
alessandro_cortini,fantasma modulazione,electronic,sp,,modular,2.0
alessandro_cortini,festa,electronic,sp,,modular,2.0
alessandro_cortini,finire,electronic,sp,,modular,2.0
alessandro_cortini,gira,electronic,sp,,modular,2.0
alessandro_cortini,gloria,electronic,sp,,modular,2.0
alessandro_cortini,grigia,electronic,sp,,modular,2.0
alessandro_cortini,iniziare,electronic,sp,,modular,3.0
alessandro_cortini,la guardia,electronic,sp,,modular,2.0
alessandro_cortini,la meta,electronic,sp,,modular,2.0
alessandro_cortini,la sveglia,electronic,sp,,modular,2.0
alessandro_cortini,la sveglia drum version,electronic,sp,,modular,2.0
alessandro_cortini,la via,electronic,sp,,modular,3.0
alessandro_cortini,lenta,electronic,sp,,modular,2.0
alessandro_cortini,live at make noise,electronic,sp,,modular,2.0
alessandro_cortini,lotta,electronic,sp,,modular,2.0
alessandro_cortini,luna,electronic,sp,,modular,2.0
alessandro_cortini,macchia,electronic,sp,,modular,2.0
alessandro_cortini,manca,electronic,sp,,modular,2.0
alessandro_cortini,marcia,electronic,sp,,modular,2.0
alessandro_cortini,menta,electronic,sp,,modular,2.0
alessandro_cortini,modern world,electronic,sp,,modular,2.0
alessandro_cortini,nebbia,electronic,sp,,modular,2.0
alessandro_cortini,nonfare,electronic,sp,,modular,2.0
alessandro_cortini,nuits sonores 2018,electronic,yt,,modular dj_set,2.0
alessandro_cortini,passatempo,electronic,sp,,modular,2.0
alessandro_cortini,perdere,electronic,sp,,modular,2.0
alessandro_cortini,perdonare,electronic,sp,,modular,2.0
alessandro_cortini,posso,electronic,sp,,modular,1.0
alessandro_cortini,resta,electronic,sp,,modular,2.0
alessandro_cortini,retta,electronic,sp,,modular,2.0
alessandro_cortini,ricadere,electronic,sp,,modular,2.0
alessandro_cortini,rimasta,electronic,sp,,modular,3.0
alessandro_cortini,rispetto,electronic,sp,,modular,2.0
alessandro_cortini,ritorna,electronic,sp,,modular,1.0
alessandro_cortini,rovine,electronic,sp,,modular,2.0
alessandro_cortini,salta,electronic,sp,,modular,2.0
alessandro_cortini,scappa,electronic,sp,,modular,3.0
alessandro_cortini,scotta,electronic,sp,,modular,2.0
alessandro_cortini,senza aria,electronic,sp,,modular,3.0
alessandro_cortini,sera,electronic,sp,,modular,2.0
alessandro_cortini,stambecco,electronic,sp,,modular,2.0
alessandro_cortini,stella,electronic,sp,,modular,2.0
alessandro_cortini,strada,electronic,sp,,modular,2.0
alessandro_cortini,variabile,electronic,sp,,modular,2.0
alessandro_cortini,vincere,electronic,sp,,modular,2.0
alessandro_cortini,voltaggio solitario,electronic,sp,,modular,3.0
aphex_twin,xtal,electronic,yt,116.0,melodic,1.0
ben_salisbury,annihilation,electronic,sp,,modular,2.0
blindoldfreak,Everything Ends Here,electronic,sp,,modular,2.0
blindoldfreak,laugh,electronic,sp,,modular,1.0
blindoldfreak,make friends,electronic,sp,,modular,1.0
blindoldfreak,smile,electronic,sp,,modular,2.0
blindoldfreak,wake up,electronic,sp,,modular,2.0
caterina_barbieri,gravity that binds,electronic,sp,,modular,2.0
caterina_barbieri,human developers,electronic,sp,,modular,3.0
caterina_barbieri,information needed to create an entire body,electronic,sp,,modular,3.0
caterina_barbieri,intcaeb,electronic,sp,,modular,2.0
caterina_barbieri,scratches on the readable surface,electronic,sp,,modular,3.0
caterina_barbieri,sotrs,electronic,sp,,modular,2.0
caterina_barbieri,tcctf,electronic,sp,,modular,2.0
caterina_barbieri,this causes consciousness to fracture,electronic,sp,,modular,3.0
caterina_barbieri,virgo rebellion,electronic,sp,,modular,3.0
dwig,orange evening,electronic,yt,118.0,chill dark,2.0
four_tet,gillie amma i love you,electronic,yt sp,,soft voice,2.0
four_tet,live in tokyo 1st december 2013,electronic,yt,,djset,2.0
four_tet,memories,electronic,yt sp,,,2.0
four_tet,planet,electronic,yt sp,,,2.0
four_tet,swimmer,electronic,yt sp,127.0,,2.0
four_tet,you are loved,electronic,yt sp,,,2.0
kangding_ray,dadaist,electronic,yt,,soft,1.0
kangding_ray,sub.res,electronic,yt,,soft,1.0
moderat,3 minutes of,electronic,yt,140.0,changing,1.0
moderat,les grandes marches,electronic,yt,136.0,melodic heavy,2.0
moderat,the mark,electronic,sp,,modular,2.0
rival_consoles,be kind,electronic,yt,,melodic,1.0
rival_consoles,dreamer's wake,electronic,yt,114.0,soft melodic,3.0
rival_consoles,memory arc,electronic,yt,,chill,1.0
rival_consoles,slow song,electronic,yt,120.0,melodic,2.0
rival_consoles,unfolding,electronic,yt,120.0,melodic,1.0
sebastian_mullaert,loop for today live the dead sea,electronic,yt,,melodic,2.0
tale_of_us,destino endless,electronic,yt,,dark,2.0
tale_of_us,distante,electronic,yt,,melodic soft,3.0
tale_of_us,lies,electronic,yt,,melodic soft,2.0
voin_oruwu,amplification,electronic,yt,123.0,heavy,3.0
deru,midnight in the garden with ghosts remix,electronic downtempo,yt,,soft,1.0
four_tet,daughter,electronic downtempo,yt sp,,,1.0
four_tet,la trance,electronic downtempo,yt sp,,soft,3.0
four_tet,two thousand and seventeen,electronic downtempo,yt sp,,soft,3.0
kangding_ray,apogee,electronic downtempo,yt sp,124.0,dark melodic,2.0
kangding_ray,burning bridges,electronic downtempo,yt sp,126.0,dark,2.0
kangding_ray,crystal,electronic downtempo,yt sp,,dark melodic,2.0
kangding_ray,epsilon,electronic downtempo,yt sp,129.0,dark melodic heavy,2.0
kangding_ray,history of obscurity,electronic downtempo,yt sp,117.0,dark melodic,1.0
kangding_ray,l'envol,electronic downtempo,yt sp,129.0,dark melodic,2.0
kangding_ray,son,electronic downtempo,yt sp,112.0,soft melodic,1.0
kangding_ray,transitional ballistics,electronic downtempo,yt sp,,dark melodic,2.0
kangding_ray,when we were queens,electronic downtempo,yt sp,120.0,dark melodic,2.0
rival_consoles,hidden,electronic downtempo,yt,137.0,melodic,2.0
rival_consoles,johannesburg,electronic downtempo,yt,127.0,melodic,3.0
rival_consoles,lone,electronic downtempo,yt,99.0,melodic,2.0
rival_consoles,ritual song,electronic downtempo,yt sp,,piano,1.0
rival_consoles,sonne,electronic downtempo,yt,113.0,melodic,2.0
rival_consoles,suns's abandon,electronic downtempo,yt,180.0,melodic,1.0
rival_consoles,walls,electronic downtempo,yt,141.0,melodic,2.0
throwing_snow,clasp,electronic downtempo,yt,124.0,melodic heavy,2.0
tokimonsta selah_sue ouri,i wish i could,electronica,yt,,,2.0
macklemore,ain't gonna die tonight,hip hop,yt,,voice happy,2.0
macklemore,church,hip hop,yt,,voice,2.0
macklemore,excavate,hip hop,yt,,voice,3.0
macklemore,glorious,hip hop,yt,,voice happy,2.0
macklemore,good old days,hip hop,yt,,voice,1.0
macklemore,intentions,hip hop,yt,,voice,2.0
macklemore,marmalade,hip hop,yt,,voice happy,1.0
macklemore,miracle,hip hop,yt,,voice soft,2.0
macklemore,over it,hip hop,yt,,voice cello,3.0
macklemore,willy wonka,hip hop,yt,,voice,1.0
macklemore,zara,hip hop,yt,,voice,1.0
lehar rush_midnight peter_pardeike,number one hero,house,yt,122.0,,2.0
bibio,down to the sound,indie_pop,yt sp,,soft,1.0
cole_porter,you'd be so nice to come home to,jazz,yt,,voice,2.0
louis_armstrong,what a wonderful world,jazz,yt,,voice,3.0
ricardo_villalobos,dexter,minimal,yt,128.0,,3.0
john_cage,dream,modern,sp,,soft piano,2.0
john_cage,four walls act i scene 1,modern,sp,,soft piano,2.0
john_cage,four walls act i scene 2,modern,sp,,soft piano,2.0
john_cage,four walls act i scene 3,modern,sp,,piano,1.0
john_cage,four walls act i scene 4,modern,sp,,piano,2.0
john_cage,four walls act i scene 5,modern,sp,,piano,1.0
john_cage,four walls act i scene 6,modern,sp,,soft piano,2.0
john_cage,four walls act ii scene 10,modern,sp,,piano,2.0
john_cage,four walls act ii scene 11,modern,sp,,piano,2.0
john_cage,four walls act ii scene 12,modern,sp,,piano,1.0
john_cage,four walls act ii scene 13,modern,sp,,piano,1.0
john_cage,four walls act ii scene 9,modern,sp,,piano,2.0
john_cage,in a landscape,modern,sp,,soft piano,2.0
a_winged_victory_for_the_sullen,long may it sustain,neoclassical,yt sp,,soft,1.0
anne_müller,bel tono,neoclassical,yt sp,,,2.0
ben_lukas_boysen,pending,neoclassical,yt sp,,,1.0
ben_lukas_boysen,sleepers beat theme,neoclassical,yt sp,,soft piano,1.0
caterina_barbieri,rendering intuitions,neoclassical,sp,,cello,2.0
colin_stetson,all this i do for glory,neoclassical,sp,,heavy saxo,2.0
colin_stetson,at god’s doorstep,neoclassical,yt,,soft saxo,2.0
colin_stetson,control room,neoclassical,yt,,heavy saxo,2.0
colin_stetson,like wolves on the fold,neoclassical,sp yt,,saxo heavy,1.0
colin_stetson,reborn,neoclassical,yt sp,,saxo,3.0
colin_stetson,rubdown,neoclassical,sp,,saxo,1.0
colin_stetson,spindrift,neoclassical,yt sp,,saxo,3.0
colin_stetson,sunrise,neoclassical,sp,,soft saxo,1.0
colin_stetson,the righteous wrath of an honorable man,neoclassical,yt sp,,saxo,3.0
colin_stetson,the sun roars into view,neoclassical,yt sp,,saxo,3.0
colin_stetson,to see more light,neoclassical,yt,,heavy saxo,2.0
douglas_dare,darling,neoclassical,yt sp,,soft piano voice,2.0
högni,máni,neoclassical,sp,,soft,1.0
lubomyr_melnyk,palisade 1,neoclassical,sp,,soft piano,1.0
masayoshi_fujita,spaceship magical,neoclassical,yt sp,,soft,1.0
michael_price,eyn hallow,neoclassical,yt sp,,,1.0
nils_frahm,frau dehlholm,neoclassical,yt sp,,soft piano,2.0
popol_vuh,why do i still sleep,neoclassical,yt,,soft,1.0
qasim_naqvi,brutal moderna,neoclassical,yt sp,,,2.0
samuel barber,adagio for strings,neoclassical,sp,,soft,2.0
tale_of_us,notte senza fine,neoclassical,yt,,melodic soft dark,3.0
tale_of_us,ricordi,neoclassical,yt,,melodic soft,3.0
747,astero ceras,techno,yt,130.0,melodic,2.0
747,cretaceous,techno,yt,132.0,melodic,1.0
747,suture lines,techno,yt,130.0,melodic,2.0
adriatique,awakening machines,techno,sp,126.0,cello,2.0
adriatique,random notes orchestra,techno,sp,121.0,melodic,2.0
aether,endeavour,techno,yt,123.0,melodic,2.0
aether,spectre,techno,yt,124.0,melodic,2.0
age_of_love jam_&_spoon,the age of love,techno,yt,130.0,melodic old,3.0
agents_of_time,obsidian,techno,yt,126.0,melodic,2.0
agents_of_time,paradigm,techno,yt,125.0,melodic,2.0
aglio,theremin,techno,yt,124.0,melodic,2.0
al_ferox,tanz der vampire,techno,yt,125.0,heavy boring,2.0
alan_fitzpatrick,a subtle change,techno,yt,124.0,heavy,1.0
alex.do,lumen,techno,yt,127.0,melodic,1.0
alex_niggemann,convection,techno,yt,121.0,melodic dark,2.0
alex_smoke tale_of_us,dire need,techno,yt,125.0,melodic dark,3.0
altinbas,intonation,techno,yt,132.0,dark heavy,3.0
amelie_lens farrago,purge,techno,yt,126.0,heavy,3.0
and perc,fierce,techno,yt,140.0,heavy,1.0
angle luca_agnelli,hold your breath,techno,yt,129.0,heavy dark,2.0
angy_kore gabriel_padrevita,do you know,techno,yt,128.0,heavy,2.0
anna,when i am only a dream,techno,yt,128.0,,1.0
ansome,mans head,techno,yt,129.0,heavy,2.0
anthro,cred,techno,yt,136.0,heavy,2.0
antigone,ostinato i,techno,yt,128.0,melodic,2.0
antigone,ostinato ii,techno,yt,128.0,melodic,2.0
apollo's_messenger ekdk erly_tepshi,hysteria,techno,yt,127.0,melodic dark,2.0
auxiliarycompressorplant,disruption of the abysm i,techno,yt,140.0,heavy fat,2.0
avi_musaifi,qarva,techno,yt,118.0,melodic dark,2.0
baikal,pelican's flight,techno,yt,125.0,melodic,2.0
barnt,chappell,techno,yt,120.0,heavy,3.0
barnt,if she says she is a healer she is a healer,techno,yt,125.0,heavy,2.0
barnt tale_of_us recondite,cherry red,techno,yt,119.0,melodic dark,1.0
bastinov,solar system,techno,yt,130.0,melodic techno,2.0
bastinov,space programmer,techno,yt,128.0,heavy,2.0
bastinov luca_agnelli,pentagon,techno,yt,127.0,heavy,2.0
bjarki,this 5321,techno,yt,132.0,heavy dark fat,2.0
black_roof,pragmatic,techno,yt,126.0,heavy,1.0
boston_168,phenomena,techno,yt,125.0,melodic,2.0
charles_fenckler,frozen room,techno,yt,130.0,heavy,2.0
charlotte_de_witte,remember,techno,yt,130.0,acid,2.0
charlotte_de_witte,varpulis,techno,yt,125.0,melodic,3.0
charlotte_de_witte hans bouffmyhre,when the going gets rough,techno,yt,128.0,heavy,1.0
charlotte_de_witte keith_karnal,voices of the ancient,techno,yt,127.0,dark,2.0
christian_smith,force majeure,techno,yt,125.0,,1.0
christian_wünsch,fluid mechanics,techno,yt,128.0,dark heavy,1.0
cleric,the key of night,techno,yt,130.0,heavy dark,2.0
closed_i distant,aedes,techno,yt,124.0,melodic dark,2.0
clouds,chained to a dead camel,techno,yt,130.0,heavy,3.0
clouds perc,chained to a dead camel,techno,yt,130.0,heavy fat,3.0
cosmin_trg,in your body,techno,yt,128.0,heavy,2.0
cryptik,radiance,techno,yt,129.0,heavy,3.0
cubicolor patrice_bäumel,dead end thrills,techno,yt,122.0,melodic,3.0
danny_daze,pop,techno,yt,129.0,heavy dark,2.0
darse,horus,techno,yt,122.0,melodic dark,3.0
darse,il tempio degli illuminati,techno,yt,126.0,melodic dark,2.0
darse,risonanze armoniche,techno,yt,126.0,melodic dark,2.0
darse,valeant,techno,yt,123.0,dark melodic,1.0
dast,hypnotize,techno,yt,128.0,dark heavy,1.0
dast,ixor,techno,yt,128.0,,1.0
dast,skulkyoe,techno,yt,126.0,melodic,2.0
dast luca_agnelli,pangea,techno,yt,128.0,heavy,2.0
dcarbone,discernment,techno,yt,130.0,heavy fat,2.0
demand drumcomplex,echoes,techno,yt,127.0,,2.0
denis_horvat,apart,techno,yt,123.0,melodic dark,2.0
denis_horvat,bruto,techno,yt,120.0,melodic dark,3.0
denis_horvat,exit,techno,yt,124.0,melodic dark,2.0
dentis,90's bohemian rave,techno,yt,135.0,heavy,3.0
detroit's filthiest,erratic behavior,techno,sp,130.0,heavy,2.0
dettmann klock,phantom studies,techno,yt,130.0,dark melodic,3.0
diego_amura,euphausia,techno,yt,131.0,,2.0
distant_echoes,false prophet,techno,yt,130.0,heavy,1.0
dj_tennis,chirality,techno,yt,120.0,dark,1.0
drop-e,negligencia hemisférica,techno,yt,135.0,heavy,1.0
drumcell planetary_assault_systems,departing comfort,techno,yt,127.0,heavy,1.0
dubiosity pjotr_g,trailer park prophet,techno,yt,129.0,melodic,1.0
dvs1,electric,techno,yt,130.0,dark,2.0
dyad,from another place,techno,yt,129.0,melodic,2.0
earthscape,dysnomia,techno,yt,130.0,dark,2.0
electric_rescue,forwer,techno,yt,130.0,,2.0
ellen_allien skudge,mind journey,techno,yt,128.0,melodic dark,1.0
emmanuel,raven,techno,yt,129.0,,1.0
envoy dax_j,dark manoeuvres,techno,yt,132.0,heavy,2.0
enøs paul_røux,volcanic stone,techno,yt,125.0,melodic dark,2.0
eomac,spoock,techno,yt,135.0,heavy boring,3.0
eomac tommy_four_seven,spectre,techno,yt,129.0,dark melodic,3.0
eonan oliver_deutschmann,substanz i,techno,yt,132.0,dark,1.0
essē,luce,techno,yt,128.0,dark melodic,2.0
etapp_kyle,quantum,techno,yt,131.0,dark melodic,1.0
fables,burn,techno,yt,125.0,melodic,2.0
fango,cortex,techno,yt,126.0,heavy,3.0
fango,lampo,techno,yt,125.0,heavy,3.0
fango,medulla,techno,yt,125.0,heavy dark,3.0
fango,tuono,techno,yt,124.0,dark,2.0
fango,valvae,techno,yt,125.0,dark melodic,3.0
fango,vena cava,techno,yt,124.0,heavy,3.0
farrago,her,techno,yt,128.0,dark melodic,1.0
farrago,trouble will follow,techno,yt,129.0,dark melodic,1.0
fideles,lotus,techno,yt,123.0,melodic,1.0
florian_meindl radio_slave,8bit romance,techno,yt,125.0,dark melodic,3.0
flug,insects,techno,yt,130.0,,1.0
function,dx3 analog bass seq,techno,yt,125.0,melodic boring,1.0
gardens_of_god,ghost,techno,yt,123.0,melodic,2.0
gijensu,hyperlight,techno,yt,150.0,melodic heavy,3.0
gijensu,year 5050,techno,yt,144.0,heavy melodic,2.0
głós,cut throats,techno,yt,129.0,heavy dark,2.0
h880,kepler,techno,yt,135.0,heavy,2.0
hector_oaks,uno a,techno,yt,130.0,melodic,2.0
hemka moteka,apogee,techno,yt,132.0,dark heavy,2.0
horos nisek,docking,techno,yt,,acid,2.0
hunter/game,changing weather,techno,yt,124.0,melodic,2.0
hush_sleep,amenti,techno,yt,129.0,dark heavy,1.0
hush_sleep,hathor,techno,yt,129.0,dark heavy,1.0
hush_sleep,hysteria,techno,yt,130.0,melodic dark,2.0
hush_sleep,ilmatar,techno,yt,128.0,heavy dark,1.0
hush_sleep,mirth,techno,yt,128.0,dark heavy,1.0
hush_sleep,valdar,techno,yt,123.0,melodic dark,2.0
hush_sleep,yrsa,techno,yt,124.0,melodic dark,3.0
hush_sleep,ysteri,techno,yt,123.0,melodic dark,2.0
i_hate_models,dissociative disorders,techno,yt,136.0,heavy,1.0
i_hate_models,requiem of desolation,techno,yt,138.0,heavy,2.0
i_hate_models,shades of night,techno,yt,136.0,melodic,1.0
i_hate_models,sorrows of the moon,techno,yt,134.0,heavy,2.0
i_hate_models,warehouse memories,techno,yt,136.0,heavy,2.0
james_ruskin,dvs1,techno,yt,130.0,heavy,1.0
jean_pierre vega,lemont,techno,yt,123.0,heavy,2.0
jeff_rushin,form,techno,yt,127.0,dark heavy,3.0
jeroen_search,dal segno,techno,yt,124.0,dark heavy,2.0
jeroen_search,the future is ours,techno,yt,131.0,heavy,2.0
johannes_heil,a1 exile007,techno,yt,129.0,melodic,2.0
johannes_heil,a2 [exile008],techno,yt,130.0,,1.0
johannes_heil,b2 exile007,techno,yt,129.0,melodic,3.0
johannes_heil,gospel four,techno,yt,130.0,,2.0
johannes_heil,gospel thirteen,techno,yt,129.0,melodic,2.0
johannes_heil,the chains of babylon,techno,yt,138.0,old heavy,3.0
johannes_heil markus_suckut,gospel twelve,techno,yt,129.0,heavy,3.0
jon_hester,a distant spark,techno,yt,130.0,melodic,1.0
jonas_kopp,metatron,techno,yt,130.0,heavy,1.0
jonas_kopp,the quantic room,techno,yt,130.0,heavy,1.0
jonas_kopp,where physic ends,techno,yt,129.0,dark,2.0
juxta_position,mist,techno,yt,128.0,,2.0
juxta_position,one ten,techno,yt,135.0,melodic heavy,2.0
juxta_position,the darkness,techno,yt,127.0,heavy dark,3.0
kangding_ray,amber decay,techno,yt sp,124.0,dark,2.0
kangding_ray,blank empire,techno,yt sp,129.0,dark,2.0
kangding_ray,dune,techno,yt sp,130.0,dark melodic heavy,3.0
kangding_ray,laniakea,techno,yt sp,130.0,dark melodic,2.0
kangding_ray,lone pyramids,techno,yt sp,131.0,dark melodic heavy,3.0
kangding_ray,on sleepless roads,techno,yt sp,127.0,dark heavy,2.0
kangding_ray,onde mantis,techno,yt sp,130.0,dark heavy,3.0
kangding_ray,outremer,techno,yt sp,131.0,dark melodic heavy,3.0
kangding_ray,rubi,techno,yt sp,131.0,dark melodic heavy,3.0
kangding_ray,summerend,techno,yt,126.0,melodic,2.0
kangding_ray,these are my rivers,techno,yt sp,128.0,dark melodic heavy,2.0
karenn,i.d boiler room london,techno,yt,,,3.0
kas:st,noumene,techno,yt,129.0,dark melodic,1.0
keepsakes,galso in camo,techno,yt,130.0,heavy,2.0
keith_carnal,hundge,techno,yt,126.0,,1.0
keith_carnal,irrational behavior,techno,yt,127.0,,1.0
keith_carnal,keep,techno,yt,127.0,,1.0
keith_carnal,shallow,techno,yt,129.0,,2.0
keith_carnal,untold,techno,yt,128.0,heavy dark,1.0
kevin_de_vries,aratak,techno,yt,,heavy melodic,1.0
kevin_de_vries,eternity,techno,yt,128.0,heavy,1.0
kiasmos tale_of_us,swept,techno,yt,120.0,melodic,1.0
kink,pocket piano,techno,yt,125.0,melodic,2.0
kntrl luca_agnelli,stay,techno,yt,127.0,melodic dark,3.0
kobosil,avernian,techno,yt,133.0,,2.0
kobosil,per,techno,yt,135.0,dark,1.0
lag forward_strategy_group,sama doma,techno,yt,130.0,boring heavy,1.0
lag truss,dhc3,techno,yt,127.0,dark heavy,2.0
laval,the emotion machine,techno,yt,130.0,melodic,2.0
len_faki adam_beyer alan_fitzpatrick,human reason,techno,yt,127.0,heavy,2.0
levon_vincent,small whole numbered ratios,techno,yt,118.0,,1.0
lewis_fautzi,synthoponic,techno,yt,130.0,,1.0
locked_groove,emeralds,techno,yt,122.0,melodic dark,3.0
locked_groove scuba,enigma,techno,yt,122.0,melodic heavy,3.0
luca_agnelli,aplu,techno,yt,130.0,melodic heavy,2.0
luca_agnelli,long delay,techno,yt,128.0,,1.0
luca_agnelli,turbo,techno,yt,128.0,,2.0
luigi_tozzi antonio_ruscito,subterrel + ex funzione,techno,yt,126.0,melodic,3.0
maarten_mittendorff,futura,techno,yt,126.0,,1.0
makornik,caw caw,techno,yt,140.0,dark heavy,2.0
mallone,the clock in the hall,techno,yt,124.0,melodic dark,2.0
marco_bailey,nyctophilia,techno,yt,128.0,heavy,1.0
marco_faraone,boost,techno,yt,128.0,heavy,1.0
marco_faraone,over the clouds,techno,yt,126.0,heavy,2.0
mathame,22,techno,yt,127.0,melodic,3.0
mathame,act ii,techno,yt,128.0,melodic dark,2.0
mathame,act iii,techno,yt,127.0,melodic dark,2.0
mathame,alkahest,techno,yt,124.0,melodic,3.0
mathame,dance of light,techno,yt,124.0,melodic dark,3.0
mathame,fade into you,techno,yt,126.0,melodic,2.0
mathame,opal cithee,techno,yt,124.0,melodic,2.0
mathame,prophecy amelie lens remix,techno,yt sp,128.0,dark melodic heavy,2.0
mathame,uawok tong,techno,yt,127.0,melodic dark,2.0
mathame tale_of_us,nothing around us,techno,yt,126.0,melodic,3.0
mathew_jonson,marionette,techno,yt,129.0,,2.0
maxime_dangles,our own choices,techno,yt,130.0,melodic heavy,2.0
melody_boy_2000,sound stealer,techno,yt,130.0,melodic,3.0
metope,superimbat,techno,yt,122.0,heavy fat old,3.0
mind_against,avalon,techno,yt,122.0,melodic dark,2.0
mind_against,eclipse,techno,yt,125.0,melodic dark,2.0
mind_against,event horizon,techno,yt,126.0,melodic dark,1.0
mind_against,gravity,techno,yt,123.0,melodic dark,2.0
mind_against,long bright dark,techno,yt,120.0,melodic dark,3.0
mind_against,portal,techno,yt,125.0,melodic,1.0
mind_against somne,vertere,techno,yt,120.0,melodic,2.0
minimum_syndicat,mass evacuation,techno,yt,130.0,heavy,2.0
moderat,seamonky,techno,yt,129.0,dark melodic,2.0
monoloc,momentum,techno,yt,124.0,melodic dark,2.0
monoloc,muted,techno,yt,124.0,dark heavy,2.0
monoloc rødhåd,things,techno,yt,130.0,dark heavy,2.0
moth,igineci,techno,yt,,dark heavy fat,2.0
narciss,einsamkeit,techno,yt,131.0,melodic,1.0
narciss,epilog,techno,yt,134.0,melodic,2.0
nico_moreno,insolent rave,techno,yt,155.0,heavy,3.0
niki_istrefi,chambers,techno,yt,138.0,heavy boring,2.0
niki_istrefi,red armor,techno,yt,140.0,heavy dark boring,3.0
nils_frahm mind_against,peter,techno,yt,122.0,melodic dark,2.0
nthng,it never ends,techno,yt,126.0,melodic dark,2.0
nthng,last,techno,yt,132.0,,2.0
nthng,soms,techno,yt,128.0,melodic,2.0
nthng,untitled (human ptii),techno,yt,125.0,melodic,2.0
obscure_shape shdw,die wiederkehr,techno,yt,129.0,melodic dark,2.0
ovend,nuits fauves,techno,yt,124.0,melodic,2.0
p_leone,9v9,techno,yt,129.0,heavy,3.0
paula_temple,gegen,techno,yt,130.0,heavy,2.0
perc,look what your love has done to me,techno,yt,128.0,dark heavy boring,3.0
perc pessimist,exit,techno,yt,129.0,,1.0
pfirter,fractales,techno,yt,128.0,heavy,2.0
phara,fttf,techno,yt,126.0,heavy,2.0
pisetzky,adria,techno,yt,122.0,melodic dark,3.0
pisetzky,hide,techno,yt,123.0,melodic dark,2.0
pisetzky,self dimension,techno,yt,122.0,melodic dark,2.0
pisetzky,viridis,techno,yt,122.0,melodic,2.0
prince_of_denmark,gs,techno,yt,126.0,melodic dark,2.0
prince_of_denmark mind_against,the ghost ran out of memory,techno,yt,,melodic,2.0
process_404,latest rave in the bunker,techno,yt,148.0,heavy,3.0
public_energy,three o' three,techno,yt,134.0,heavy old,3.0
rafael_cerato,together,techno,yt,123.0,,1.0
rafael_cerato haze_m,vishnu,techno,sc,124.0,melodic voice,1.0
re-axis,breath,techno,yt,130.0,dark melodic,2.0
recondite,compel,techno,yt,121.0,dark,1.0
recondite,drgn 2,techno,yt,126.0,dark,2.0
recondite,ec10,techno,yt,126.0,dark,1.0
recondite,equilibrium,techno,yt,123.0,dark,2.0
recondite,humid green haze,techno,yt,120.0,melodic dark,2.0
recondite,phalanx,techno,yt,120.0,dark melodic,3.0
recondite,serak,techno,yt,122.0,melodic,2.0
recondite,theater ii,techno,yt,124.0,melodic,2.0
recondite,warg,techno,yt,122.0,dark,2.0
